arrival_time,start_time,finish_time,wait_time,queue_length
01-07-2023 13.00,01-07-2023 13.01,2023-07-01 13:02:00,1.0,25.0
21-01-2023 10.33,21-01-2023 10.47,2023-01-21 11:06:01,15.0,32.0
29-03-2024 15.45,29-03-2024 15.46,2024-03-29 15:47:00,1.0,25.0
02-09-2023 10.56,02-09-2023 11.22,2023-09-02 11:33:31,26.4,32.0
03-02-2024 11.02,03-02-2024 11.21,2024-02-03 11:32:28,18.48,49.0
2023/01/23 14:18:00,23-01-2023 14.35,2023-01-23 14:55:05,17.97,17.0
07-03-2023 09.15,07-03-2023 09.41,2023-03-07 09:53:38,26.22,39.0
22-01-2024 14.49,22-01-2024 15.10,2024-01-22 15:22:45,21.7,37.0
2023/10/21 09:28:00,21-10-2023 09.47,2023-10-21 10:04:25,19.27,45.0
10-05-2024 11.00,10-05-2024 11.21,2024-05-10 11:36:21,21.76,25.0
17-03-2023 10.03,17-03-2023 10.35,2023-03-17 10:48:31,32.15,36.0
2023/01/17 09:40:00,17-01-2023 10.12,2023-01-17 10:21:20,32.04,53.0
2023/01/31 14:09:00,31-01-2023 14.29,2023-01-31 14:38:54,20.58,14.0
23-02-2023 10.41,23-02-2023 10.59,2023-02-23 11:11:32,18.21,16.0
25-11-2023 11.08,25-11-2023 11.31,2023-11-25 11:42:29,23.59,42.0
14-06-2023 12.28,14-06-2023 12.31,2023-06-14 12:42:33,3.2,40.0
07-11-2023 09.48,07-11-2023 09.55,2023-11-07 10:01:35,7.09,24.0
01-02-2024 10.24,01-02-2024 10.29,2024-02-01 10:34:36,5.36,32.0
22-08-2024 12.20,22-08-2024 12.57,2024-08-22 13:11:36,37.63,45.0
06-03-2023 11.21,06-03-2023 11.58,2023-03-06 12:05:54,37.45,57.0
2023/10/10 12:47:00,10-10-2023 13.05,2023-10-10 13:16:13,18.41,36.0
31-08-2024 13.00,31-08-2024 13.01,2024-08-31 13:02:00,1.0,36.0
10-06-2023 10.51,10-06-2023 11.16,2023-06-10 11:30:27,25.68,
25-11-2024 09.38,25-11-2024 09.50,2024-11-25 10:01:30,12.56,10.0
2023/09/13 09:00:00,13-09-2023 09.23,2023-09-13 09:27:47,23.24,32.0
07-02-2023 12.21,07-02-2023 12.27,2023-02-07 12:35:12,6.05,40.0
16-11-2024 13.00,16-11-2024 13.01,2024-11-16 13:02:00,1.0,49.0
28-11-2023 10.24,28-11-2023 10.34,2023-11-28 10:38:37,10.3,21.0
09-04-2024 11.04,09-04-2024 11.14,2024-04-09 11:31:07,10.85,0.0
10-10-2024 10.32,10-10-2024 10.59,2024-10-10 11:12:07,27.24,32.0
11-12-2023 9.40,11-12-2023 10.13,2023-12-11 10:15:29,33.25,47.0
18-12-2023 13.30,18-12-2023 13.49,2023-12-18 14:02:44,19.2,32.0
16-09-2024 9.13,16-09-2024 09.30,2024-09-16 09:39:36,17.82,26.0
2024/09/04 10:36:00,04-09-2024 10.52,2024-09-04 11:06:52,16.83,32.0
01-11-2023 09.19,01-11-2023 09.40,2023-11-01 09:54:19,21.07,20.0
19-04-2024 10.09,19-04-2024 10.31,2024-04-19 10:39:59,22.94,21.0
29-10-2024 09.11,29-10-2024 09.31,2024-10-29 09:41:37,20.32,26.0
25-09-2024 13.56,25-09-2024 15.28,2024-09-25 15:38:29,92.48,47.0
23-05-2023 10.40,23-05-2023 10.49,2023-05-23 11:00:58,9.63,32.0
27-07-2024 12.30,27-07-2024 12.42,2024-07-27 12:45:55,12.75,5.0
31-07-2023 14.17,31-07-2023 14.24,2023-07-31 14:33:16,7.17,17.0
2024/07/01 09:08:00,01-07-2024 09.18,2024-07-01 09:26:36,10.57,6.0
21-06-2024 14.25,21-06-2024 14.28,2024-06-21 14:37:19,3.78,17.0
01-01-2024 11.53,01-01-2024 12.19,2024-01-01 12:24:22,26.89,24.0
02-11-2023 14.19,02-11-2023 14.45,2023-11-02 14:57:07,26.75,54.0
,11-09-2024 12.49,2024-09-11 13:02:14,28.13,33.0
2024/02/24 09:13:00,24-02-2024 09.42,2024-02-24 09:52:16,29.73,36.0
24-04-2024 14.48,24-04-2024 15.11,2024-04-24 15:22:43,23.19,36.0
29-02-2024 11.53,29-02-2024 12.10,2024-02-29 12:16:54,17.98,27.0
2024/04/16 14:07:00,16-04-2024 14.23,2024-04-16 14:35:16,16.44,0.0
2023/02/16 10:29:00,16-02-2023 10.48,2023-02-16 11:03:43,19.23,25.0
13-06-2024 09.05,13-06-2024 09.13,2024-06-13 09:32:03,8.09,27.0
03-04-2024 14.56,03-04-2024 15.24,2024-04-03 15:35:20,28.88,39.0
20-07-2024 12.03,20-07-2024 12.24,2024-07-20 12:33:57,21.51,30.0
2023/08/01 12:59:00,01-08-2023 13.09,2023-08-01 13:11:32,10.6,12.0
30-03-2024 11.43,30-03-2024 12.11,2024-03-30 12:13:58,28.85,24.0
19-07-2024 12.07,19-07-2024 12.43,2024-07-19 12:45:31,36.46,44.0
30-03-2024 13.00,30-03-2024 13.01,2024-03-30 13:02:00,1.0,12.0
27-11-2024 15.01,27-11-2024 15.06,2024-11-27 15:17:48,5.68,32.0
08-08-2023 9.41,08-08-2023 09.53,2023-08-08 10:09:45,12.75,10.0
06-04-2023 10.45,06-04-2023 11.12,2023-04-06 11:22:34,27.25,31.0
17-10-2023 15.07,17-10-2023 15.14,2023-10-17 15:30:41,7.52,21.0
2024/11/02 12:58:00,02-11-2024 12.59,2024-11-02 13:00:00,1.0,12.0
2023/11/21 12:11:00,21-11-2023 12.30,2023-11-21 12:42:04,19.42,
19-04-2023 11.28,19-04-2023 11.46,2023-04-19 12:01:44,18.38,21.0
16-09-2023 13.00,16-09-2023 13.01,2023-09-16 13:02:00,1.0,7.0
16-08-2024 10.30,16-08-2024 10.53,2024-08-16 11:10:55,23.13,32.0
16-02-2024 13.29,16-02-2024 15.09,2024-02-16 15:19:54,100.66,22.0
07-06-2024 11.03,07-06-2024 11.34,2024-06-07 11:46:16,31.84,34.0
2023/03/04 13:00:00,04-03-2023 13.01,2023-03-04 13:02:00,1.0,26.0
22-03-2023 14.55,22-03-2023 15.21,2023-03-22 15:29:06,26.6,22.0
10-06-2023 10.41,10-06-2023 11.11,2023-06-10 11:21:51,30.91,49.0
2023/09/13 11:56:00,13-09-2023 12.08,2023-09-13 12:16:23,12.64,29.0
14-11-2023 10.21,14-11-2023 10.50,2023-11-14 11:05:25,29.58,36.0
09-08-2024 09.36,09-08-2024 09.59,2024-08-09 10:08:49,22.45,37.0
14-10-2024 15.45,14-10-2024 15.46,2024-10-14 15:47:00,1.0,25.0
02-02-2024 12.49,02-02-2024 13.01,2024-02-02 13:11:42,12.35,32.0
13-09-2023 10.33,13-09-2023 10.47,2023-09-13 10:59:40,14.04,14.0
25-03-2024 14.22,25-03-2024 14.34,2024-03-25 14:50:24,12.92,17.0
2024/08/31 12:18:00,31-08-2024 12.44,2024-08-31 12:56:19,26.41,37.0
28-09-2023 09.52,28-09-2023 11.58,2023-09-28 12:09:20,126.72,28.0
22-11-2024 13.00,22-11-2024 13.18,2024-11-22 13:29:45,18.82,36.0
01-05-2023 11.37,01-05-2023 12.04,2023-05-01 12:19:36,27.62,45.0
28-06-2023 13.01,28-06-2023 13.15,2023-06-28 13:17:27,14.7,12.0
20-09-2023 14.34,20-09-2023 14.58,2023-09-20 15:10:18,24.88,18.0
12-01-2024 12.07,12-01-2024 12.24,2024-01-12 12:40:50,16.78,10.0
26-10-2024 13.00,26-10-2024 13.01,2024-10-26 13:02:00,1.0,200.0
26-07-2023 10.30,26-07-2023 10.58,2023-07-26 11:06:24,28.8,45.0
2023/01/09 11:44:00,09-01-2023 12.12,2023-01-09 12:20:03,28.45,60.0
01-05-2023 11.18,01-05-2023 11.25,2023-05-01 11:31:59,7.44,2.0
31-07-2024 11.48,31-07-2024 12.07,2024-07-31 12:15:06,19.96,27.0
07-02-2024 14.01,07-02-2024 14.32,2024-02-07 14:52:38,,30.0
,25-10-2023 10.33,2023-10-25 10:44:05,25.64,40.0
2023/08/17 13:16:00,17-08-2023 13.44,2023-08-17 13:55:45,28.79,35.0
26-03-2024 09.43,26-03-2024 10.05,2024-03-26 10:16:49,22.89,34.0
25-04-2023 13.33,25-04-2023 13.56,2023-04-25 14:07:50,23.07,43.0
07-06-2023 15.36,07-06-2023 15.44,2023-06-07 15:45:00,8.0,39.0
30-09-2023 12.38,30-09-2023 12.41,2023-09-30 12:49:06,3.22,40.0
22-06-2023 09.06,22-06-2023 09.20,2023-06-22 09:28:43,14.8,32.0
27-10-2023 09.10,27-10-2023 09.39,2023-10-27 09:50:12,29.77,49.0
28-09-2023 09.38,28-09-2023 10.02,2023-09-28 10:03:49,24.62,53.0
13-07-2024 10.52,13-07-2024 11.08,2024-07-13 11:23:20,16.48,25.0
2024/03/02 10:27:00,02-03-2024 10.48,2024-03-02 10:51:52,21.87,22.0
09-08-2024 09.15,09-08-2024 09.45,2024-08-09 09:54:19,30.01,37.0
18-09-2023 13.39,18-09-2023 14.07,2023-09-18 14:18:58,28.81,36.0
26-11-2024 12.43,26-11-2024 13.04,2024-11-26 13:09:22,21.75,20.0
17-11-2023 12.33,17-11-2023 12.49,2023-11-17 13:05:05,16.34,
29-09-2023 13.31,29-09-2023 15.09,2023-09-29 15:21:43,98.03,22.0
25-09-2023 14.50,25-09-2023 15.13,2023-09-25 15:26:25,23.94,71.0
2024/08/29 12:59:00,29-08-2024 13.24,2024-08-29 13:36:22,25.07,41.0
2024/06/13 13:44:00,13-06-2024 14.00,2024-06-13 14:11:54,16.72,32.0
2024/03/09 10:29:00,09-03-2024 10.45,2024-03-09 10:51:50,16.09,9.0
2023/12/16 09:52:00,16-12-2023 10.01,2023-12-16 10:10:22,9.68,10.0
2023/08/14 12:37:00,14-08-2023 12.57,2023-08-14 13:18:20,20.73,40.0
05-08-2024 12.58,05-08-2024 13.14,2024-08-05 13:24:13,16.74,32.0
19-06-2024 13.07,19-06-2024 13.23,2024-06-19 13:28:07,16.71,20.0
04-06-2024 12.01,04-06-2024 12.16,2024-06-04 12:27:00,15.65,15.0
25-02-2023 10.07,25-02-2023 10.22,2023-02-25 10:33:23,15.02,5.0
15-05-2024 10.28,15-05-2024 10.51,2024-05-15 11:09:22,23.55,32.0
2023/12/16 13:00:00,16-12-2023 13.01,2023-12-16 13:02:00,1.0,48.0
04-03-2024 11.12,04-03-2024 12.44,2024-03-04 12:59:42,92.62,30.0
,02-09-2023 10.02,2023-09-02 10:12:51,19.05,20.0
26-11-2024 09.18,26-11-2024 09.43,2024-11-26 09:46:29,25.28,25.0
22-03-2023 14.17,22-03-2023 14.38,2023-03-22 14:46:20,21.82,22.0
14-09-2023 09.44,14-09-2023 10.09,2023-09-14 10:18:39,25.66,33.0
27-05-2023 13.00,27-05-2023 13.01,2023-05-27 13:02:00,1.0,25.0
2023/07/25 12:18:00,25-07-2023 12.45,2023-07-25 12:54:03,27.49,29.0
06-09-2024 14.58,06-09-2024 15.13,2024-09-06 15:19:09,15.35,12.0
16-06-2023 10.39,16-06-2023 11.09,2023-06-16 11:21:00,30.05,19.0
06-07-2024 13.00,06-07-2024 13.01,2024-07-06 13:02:00,1.0,28.0
26-09-2024 10.12,26-09-2024 10.35,2024-09-26 10:47:54,23.62,30.0
29-02-2024 13.27,29-02-2024 13.49,2024-02-29 13:58:38,22.01,36.0
07-08-2023 12.24,07-08-2023 12.46,2023-08-07 12:56:07,22.47,31.0
29-08-2023 9.15,29-08-2023 09.40,2023-08-29 09:52:16,25.67,63.0
23-01-2024 10.24,23-01-2024 11.51,2024-01-23 12:01:19,87.65,33.0
2023/11/23 11:43:00,23-11-2023 11.57,2023-11-23 12:08:46,14.11,13.0
15-06-2024 12.18,15-06-2024 12.28,2024-06-15 12:38:57,10.37,40.0
2024/05/20 11:13:00,20-05-2024 11.34,2024-05-20 11:47:44,21.89,37.0
17-05-2024 09.33,17-05-2024 09.56,2024-05-17 10:06:03,23.36,26.0
22-03-2023 14.02,22-03-2023 14.14,2023-03-22 14:28:13,12.62,17.0
2024/08/02 10:51:00,02-08-2024 11.14,2024-08-02 11:23:48,23.89,29.0
07-08-2024 12.20,07-08-2024 12.28,2024-08-07 12:39:40,8.86,40.0
24-08-2024 13.00,24-08-2024 13.01,2024-08-24 13:02:00,1.0,43.0
07-05-2024 14.21,07-05-2024 14.42,2024-05-07 14:52:02,21.5,33.0
27-01-2024 10.47,27-01-2024 11.11,2024-01-27 11:24:09,24.11,24.0
02-08-2023 14.39,02-08-2023 15.03,2023-08-02 15:08:52,24.38,52.0
2023/08/14 13:14:00,14-08-2023 13.53,2023-08-14 14:01:41,39.64,36.0
2023/06/09 15:00:00,09-06-2023 15.13,2023-06-09 15:31:33,13.31,0.0
01-09-2023 14.21,01-09-2023 14.43,2023-09-01 14:52:56,22.57,27.0
24-06-2023 12.17,24-06-2023 12.37,2023-06-24 12:50:58,20.83,400.0
25-10-2024 11.04,25-10-2024 11.27,2024-10-25 11:35:23,23.07,42.0
03-04-2024 13.00,03-04-2024 13.26,2024-04-03 13:34:49,26.21,32.0
16-11-2024 13.00,16-11-2024 13.01,2024-11-16 13:02:00,1.0,34.0
2023/01/11 15:27:00,11-01-2023 15.44,2023-01-11 15:45:00,16.67,
2024/01/02 12:41:00,02-01-2024 12.48,2024-01-02 12:54:04,7.37,40.0
29-09-2023 13.57,29-09-2023 14.33,2023-09-29 14:42:05,36.67,75.0
12-10-2023 09.54,12-10-2023 10.21,2023-10-12 10:28:24,27.01,52.0
10-01-2023 12.06,10-01-2023 12.31,2023-01-10 12:40:55,25.63,30.0
30-03-2023 12.34,30-03-2023 12.53,2023-03-30 13:03:40,400.0,46.0
25-03-2023 13.00,25-03-2023 13.01,2023-03-25 13:02:00,1.0,57.0
18-10-2024 12.03,18-10-2024 12.20,2024-10-18 12:33:16,17.32,34.0
02-03-2024 11.56,02-03-2024 12.23,2024-03-02 12:32:12,27.38,30.0
03-06-2024 14.22,03-06-2024 14.36,2024-06-03 14:52:23,14.55,18.0
2023/10/18 14:05:00,18-10-2023 14.25,2023-10-18 14:36:46,20.04,20.0
31-05-2023 12.46,31-05-2023 12.49,2023-05-31 12:55:07,3.13,40.0
2023/09/30 11:41:00,30-09-2023 11.57,2023-09-30 12:05:15,16.66,60.0
05-01-2023 15.24,05-01-2023 15.44,2023-01-05 15:45:00,20.0,43.0
02-10-2024 10.40,02-10-2024 10.51,2024-10-02 11:00:42,11.05,14.0
04-07-2023 13.50,04-07-2023 13.53,2023-07-04 13:57:51,3.55,25.0
22-02-2024 11.24,22-02-2024 11.45,2024-02-22 11:53:51,21.23,38.0
28-08-2023 14.29,28-08-2023 14.48,2023-08-28 14:52:50,19.83,32.0
25-01-2024 09.33,25-01-2024 09.53,2024-01-25 10:12:17,20.15,26.0
2023/07/28 09:05:00,28-07-2023 09.21,2023-07-28 09:31:04,16.43,26.0
24-09-2024 14.42,24-09-2024 15.07,2024-09-24 15:10:09,25.44,47.0
26-06-2024 10.31,26-06-2024 10.43,2024-06-26 10:56:00,12.78,13.0
24-03-2023 15.29,24-03-2023 15.44,2023-03-24 15:45:00,15.0,50.0
26-01-2024 10.02,26-01-2024 10.08,2024-01-26 10:12:19,6.69,32.0
16-05-2024 09.14,16-05-2024 09.44,2024-05-16 09:54:51,30.41,
03-03-2023 15.11,03-03-2023 15.30,2023-03-03 15:39:32,19.5,34.0
2023/04/03 10:29:00,03-04-2023 10.43,2023-04-03 10:44:22,14.37,21.0
2023/02/02 11:56:00,02-02-2023 12.21,2023-02-02 12:31:02,25.93,41.0
29-01-2024 12.12,29-01-2024 12.35,2024-01-29 12:46:52,23.2,41.0
16-06-2023 09.00,16-06-2023 09.25,2023-06-16 09:39:36,25.15,33.0
05-03-2024 14.04,05-03-2024 14.12,2024-03-05 14:18:34,8.89,25.0
2023/04/18 14:55:00,18-04-2023 15.20,2023-04-18 15:34:06,25.05,53.0
05-12-2023 12.43,05-12-2023 12.53,2023-12-05 13:05:53,10.71,14.0
31-07-2023 10.16,31-07-2023 10.36,2023-07-31 10:39:57,20.9,34.0
10-01-2023 12.35,10-01-2023 12.50,2023-01-10 13:01:36,15.81,26.0
06-06-2023 10.10,06-06-2023 10.21,2023-06-06 10:31:47,11.04,38.0
09-01-2024 14.34,09-01-2024 15.05,2024-01-09 15:21:29,31.2,53.0
20-01-2023 11.51,20-01-2023 12.14,2023-01-20 12:23:38,23.57,36.0
26-02-2024 14.06,26-02-2024 14.17,2024-02-26 14:31:14,11.53,
05-01-2024 09.59,05-01-2024 10.26,2024-01-05 10:37:25,27.73,34.0
2023/04/17 09:28:00,17-04-2023 10.01,2023-04-17 10:15:55,,40.0
14-02-2024 11.07,14-02-2024 11.19,2024-02-14 11:31:42,12.62,38.0
31-05-2024 10.55,31-05-2024 11.23,2024-05-31 11:38:28,27.27,34.0
,01-01-2024 12.03,2024-01-01 12:21:02,27.9,36.0
20-11-2024 11.30,20-11-2024 11.53,2024-11-20 12:13:38,23.97,45.0
2024/06/08 09:41:00,08-06-2024 09.53,2024-06-08 10:04:07,12.36,45.0
14-06-2023 09.00,14-06-2023 09.16,2023-06-14 09:29:51,16.97,44.0
11-04-2023 11.53,11-04-2023 12.18,2023-04-11 12:36:13,25.24,22.0
15-03-2023 15.45,15-03-2023 15.46,2023-03-15 15:47:00,1.0,16.0
07-03-2024 12.49,07-03-2024 13.06,2024-03-07 13:18:09,17.42,36.0
25-08-2023 13.22,25-08-2023 13.41,2023-08-25 13:49:46,19.25,
26-04-2024 12.46,26-04-2024 12.59,2024-04-26 13:18:12,13.68,40.0
27-09-2023 09.51,27-09-2023 10.12,2023-09-27 10:22:10,21.04,40.0
2023/01/06 11:13:00,06-01-2023 11.31,2023-01-06 11:39:12,18.62,39.0
22-07-2024 10.24,22-07-2024 10.28,2024-07-22 10:33:38,4.68,32.0
22-07-2024 11.57,22-07-2024 12.14,2024-07-22 12:23:59,17.5,23.0
21-02-2023 11.21,21-02-2023 11.38,2023-02-21 11:53:57,17.9,20.0
17-06-2024 10.57,17-06-2024 11.09,2024-06-17 11:20:06,12.82,24.0
18-03-2023 09.12,18-03-2023 09.48,2023-03-18 09:57:45,36.42,45.0
21-11-2023 11.22,21-11-2023 11.44,2023-11-21 11:57:04,22.31,28.0
2023/09/25 13:58:00,25-09-2023 14.19,2023-09-25 14:28:59,21.22,31.0
30-10-2024 14.51,30-10-2024 15.15,2024-10-30 15:26:20,24.98,33.0
29-05-2024 15.18,29-05-2024 15.26,2024-05-29 15:44:32,8.51,21.0
10-04-2023 09.43,10-04-2023 09.55,2023-04-10 10:07:52,12.94,15.0
2023/07/18 10:21:00,18-07-2023 10.55,2023-07-18 11:04:01,34.38,36.0
20-06-2024 10.19,20-06-2024 10.28,2024-06-20 10:44:17,9.2,32.0
25-05-2024 12.59,25-05-2024 12.59,2024-05-25 13:00:00,0.0,36.0
2024/05/10 10:27:00,10-05-2024 10.57,2024-05-10 11:09:53,30.67,20.0
24-02-2023 13.05,24-02-2023 13.44,2023-02-24 13:49:14,39.07,36.0
2024/03/30 13:00:00,30-03-2024 13.01,2024-03-30 13:02:00,1.0,221.0
29-10-2024 10.03,29-10-2024 10.25,2024-10-29 10:29:59,21.78,45.0
07-01-2023 13.00,07-01-2023 13.01,2023-01-07 13:02:00,1.0,25.0
27-02-2023 15.11,27-02-2023 15.38,2023-02-27 15:45:00,27.12,48.0
2023/05/13 13:00:00,13-05-2023 13.01,2023-05-13 13:02:00,1.0,38.0
07-02-2023 14.02,07-02-2023 14.10,2023-02-07 14:23:57,8.82,25.0
24-06-2023 13.00,24-06-2023 13.01,2023-06-24 13:02:00,1.0,17.0
30-06-2023 09.16,30-06-2023 09.32,2023-06-30 09:46:20,16.3,12.0
18-01-2024 10.31,18-01-2024 10.39,2024-01-18 10:45:53,8.2,0.0
10-04-2024 12.52,10-04-2024 13.12,2024-04-10 13:19:44,20.73,43.0
30-10-2024 11.05,30-10-2024 11.29,2024-10-30 11:44:51,24.02,34.0
2023/09/20 14:34:00,20-09-2023 14.49,2023-09-20 15:07:20,15.09,25.0
01-04-2024 14.49,01-04-2024 15.12,2024-04-01 15:16:27,23.41,32.0
01-04-2024 15.45,01-04-2024 15.46,2024-04-01 15:47:00,1.0,25.0
30-01-2024 11.31,30-01-2024 11.48,2024-01-30 12:07:04,17.82,47.0
06-02-2023 14.24,06-02-2023 14.49,2023-02-06 15:00:29,25.12,18.0
11-07-2023 09.14,11-07-2023 09.44,2023-07-11 10:01:33,30.15,40.0
12-10-2024 09.51,12-10-2024 10.23,2024-10-12 10:27:23,32.96,63.0
06-10-2023 15.24,06-10-2023 15.44,2023-10-06 15:45:00,20.0,57.0
14-07-2023 14.10,14-07-2023 14.38,2023-07-14 15:00:05,28.32,30.0
07-03-2023 15.43,07-03-2023 15.44,2023-03-07 15:45:00,1.0,35.0
13-07-2023 09.46,13-07-2023 10.02,2023-07-13 10:14:10,16.25,34.0
20-03-2023 10.48,20-03-2023 11.05,2023-03-20 11:22:40,17.31,33.0
07-09-2024 13.00,07-09-2024 13.01,2024-09-07 13:02:00,1.0,62.0
12-06-2024 12.14,12-06-2024 12.21,2024-06-12 12:34:23,7.12,29.0
02-08-2024 9.20,02-08-2024 09.49,2024-08-02 10:00:27,29.7,63.0
2023/08/17 10:01:00,17-08-2023 10.27,2023-08-17 10:37:08,26.87,26.0
11-11-2024 12.40,11-11-2024 12.47,2024-11-11 12:48:53,7.88,19.0
08-04-2023 13.00,08-04-2023 13.01,2023-04-08 13:02:00,1.0,42.0
31-05-2024 09.31,31-05-2024 09.50,2024-05-31 10:03:25,19.99,47.0
04-02-2023 09.44,04-02-2023 10.03,2023-02-04 10:08:49,19.2,34.0
05-07-2023 10.40,05-07-2023 10.49,2023-07-05 11:01:00,9.58,32.0
03-01-2024 09.14,03-01-2024 09.32,2024-01-03 09:42:18,18.96,18.0
21-08-2024 12.38,21-08-2024 12.53,2024-08-21 12:57:18,15.16,32.0
2023/09/27 12:05:00,27-09-2023 12.33,2023-09-27 12:47:42,28.58,22.0
06-04-2023 09.12,06-04-2023 09.32,2023-04-06 09:44:04,19.91,39.0
12-04-2024 09.51,12-04-2024 10.12,2024-04-12 10:21:09,21.52,31.0
18-07-2023 11.04,18-07-2023 11.31,2023-07-18 11:43:44,27.83,42.0
2024/05/10 10:29:00,10-05-2024 10.37,2024-05-10 10:46:25,8.28,32.0
03-02-2023 10.27,03-02-2023 10.48,2023-02-03 10:56:18,,47.0
07-06-2024 09.14,07-06-2024 09.41,2024-06-07 09:52:46,27.73,37.0
16-03-2023 10.08,16-03-2023 10.28,2023-03-16 10:41:45,20.93,37.0
22-06-2024 10.12,22-06-2024 10.36,2024-06-22 10:45:40,24.87,23.0
2024/01/16 11:50:00,16-01-2024 12.14,2024-01-16 12:30:32,24.5,23.0
28-04-2023 09.23,28-04-2023 09.41,2023-04-28 09:53:40,,43.0
07-08-2023 15.41,07-08-2023 15.44,2023-08-07 15:45:00,3.0,25.0
07-08-2023 09.58,07-08-2023 10.09,2023-08-07 10:16:28,11.76,15.0
12-01-2023 09.57,12-01-2023 10.06,2023-01-12 10:20:20,9.33,17.0
2023/08/24 14:45:00,24-08-2023 15.06,2023-08-24 15:19:06,21.0,18.0
15-06-2023 11.05,15-06-2023 11.21,2023-06-15 11:30:11,16.06,39.0
07-06-2023 14.16,07-06-2023 14.33,2023-06-07 14:44:56,17.16,14.0
2024/01/18 13:03:00,18-01-2024 13.27,2024-01-18 13:44:33,24.29,27.0
2023/07/22 11:05:00,22-07-2023 11.26,2023-07-22 11:35:37,21.63,27.0
13-05-2024 14.53,13-05-2024 15.15,2024-05-13 15:26:28,22.16,31.0
01-05-2023 10.03,01-05-2023 10.30,2023-05-01 10:49:47,26.29,10.0
28-11-2024 10.44,28-11-2024 11.04,2024-11-28 11:16:45,21.0,22.0
18-03-2024 14.02,18-03-2024 14.26,2024-03-18 14:38:45,24.43,43.0
25-12-2023 10.51,25-12-2023 11.10,2023-12-25 11:36:42,19.25,40.0
25-02-2023 12.59,25-02-2023 12.59,2023-02-25 13:00:00,0.0,12.0
2023/10/10 11:42:00,10-10-2023 12.20,2023-10-10 12:24:44,38.3,57.0
2024/06/05 11:13:00,05-06-2024 11.39,2024-06-05 11:48:32,26.03,34.0
2023/04/08 13:00:00,08-04-2023 13.01,2023-04-08 13:02:00,1.0,46.0
2023/03/06 15:14:00,06-03-2023 15.28,2023-03-06 15:38:23,14.52,18.0
27-03-2024 13.53,27-03-2024 14.22,2024-03-27 14:36:12,29.34,54.0
14-12-2023 14.13,14-12-2023 14.23,2023-12-14 14:35:19,10.97,221.0
05-06-2023 14.16,05-06-2023 14.39,2023-06-05 14:51:39,23.2,32.0
19-12-2023 13.23,19-12-2023 13.56,2023-12-19 14:08:06,33.68,46.0
08-02-2023 12.43,08-02-2023 12.56,2023-02-08 13:13:40,13.43,40.0
15-08-2023 14.32,15-08-2023 15.08,2023-08-15 15:16:41,35.61,
01-09-2023 13.35,01-09-2023 14.02,2023-09-01 14:13:15,27.26,50.0
26-06-2023 14.43,26-06-2023 15.23,2023-06-26 15:34:40,40.15,55.0
19-08-2024 11.59,19-08-2024 12.26,2024-08-19 12:31:08,,29.0
19-09-2023 14.44,19-09-2023 15.44,2023-09-19 15:45:00,60.0,48.0
05-09-2023 12.46,05-09-2023 12.54,2023-09-05 13:00:12,8.04,40.0
17-01-2024 10.06,17-01-2024 10.26,2024-01-17 10:41:38,20.0,28.0
2023/04/22 13:00:00,22-04-2023 13.01,2023-04-22 13:02:00,1.0,42.0
2023/04/13 13:40:00,13-04-2023 14.10,2023-04-13 14:20:33,30.54,53.0
14-02-2023 13.45,14-02-2023 13.53,2023-02-14 14:03:22,8.22,25.0
29-02-2024 15.43,29-02-2024 15.44,2024-02-29 15:45:00,1.0,25.0
06-05-2024 12.37,06-05-2024 13.01,2024-05-06 13:10:02,24.87,30.0
01-02-2023 10.16,01-02-2023 10.40,2023-02-01 10:50:46,24.82,58.0
2023/08/18 09:07:00,18-08-2023 09.39,2023-08-18 09:47:18,32.25,46.0
22-02-2023 11.21,22-02-2023 11.32,2023-02-22 11:42:42,11.57,
10-07-2024 11.21,10-07-2024 11.29,2024-07-10 11:40:59,8.48,13.0
12-09-2024 09.16,12-09-2024 09.38,2024-09-12 09:52:49,22.98,12.0
21-06-2024 13.14,21-06-2024 13.43,2024-06-21 13:58:40,29.41,36.0
2024/06/25 14:19:00,25-06-2024 14.40,2024-06-25 14:53:32,21.24,43.0
22-12-2023 09.23,22-12-2023 10.00,2023-12-22 10:03:39,37.33,53.0
10-05-2023 12.22,10-05-2023 12.25,2023-05-10 12:32:52,3.58,40.0
03-02-2023 11.04,03-02-2023 11.31,2023-02-03 11:43:48,27.53,32.0
24-05-2024 14.17,24-05-2024 14.35,2024-05-24 14:46:55,,41.0
2023/04/06 11:00:00,06-04-2023 11.18,2023-04-06 11:32:54,18.89,25.0
2023/07/18 12:18:00,18-07-2023 12.46,2023-07-18 12:56:38,28.3,33.0
29-05-2024 15.00,29-05-2024 15.16,2024-05-29 15:23:03,16.81,17.0
01-02-2023 14.16,01-02-2023 14.44,2023-02-01 15:02:41,28.28,32.0
05-09-2024 10.54,05-09-2024 11.21,2024-09-05 11:37:58,27.42,29.0
04-05-2024 12.44,04-05-2024 12.59,2024-05-04 13:00:00,15.0,41.0
2023/07/04 13:51:00,04-07-2023 13.58,2023-07-04 14:03:33,7.21,25.0
14-06-2023 13.36,14-06-2023 13.59,2023-06-14 14:08:38,23.64,38.0
05-03-2024 14.03,05-03-2024 14.23,2024-03-05 14:34:42,19.77,
2024/08/14 10:26:00,14-08-2024 10.50,2024-08-14 10:59:29,24.44,32.0
